dokument_aar,dokument_nr,embete,sidetall,index,type,ml_generated,ml_status,height,width,x,y
1980,2377,31,1,0,PERSONNUMMER,true,,294.0018723085702,437.944037453525,8.276674495834902,33.466553396201995
1980,410038,90,1,0,PERSONNUMMER,true,,177.8040567910476,395.56003727401077,10.437889973563523,71.62552085307382
1980,410038,90,1,1,PERSONNUMMER,true,,285.7822289313599,360.2871677081754,10.437889973563523,70.185811891203
1980,410038,90,1,2,PERSONNUMMER,true,,304.138518195213,342.29080568479003,10.437889973563523,71.26559361260612
1980,1349,50,1,0,PERSONNUMMER,true,,101.8595290043183,514.6965599864848,8.638263943829115,34.55305577531646
1980,1349,50,1,1,PERSONNUMMER,true,,132.4533804720464,385.122600829048,8.998191608155327,34.55305577531646
1980,2784,27,1,0,PERSONNUMMER,true,,146.13041593439303,221.71511383149286,7.918396922553316,29.8739520259966
1980,3856,18,1,0,PERSONNUMMER,true,,320.99133961017316,507.3966242716862,8.996394047370323,55.77764309369601
1980,8442,93,1,0,PERSONNUMMER,true,,171.2909345892061,466.01210145592836,7.556952996582622,34.186215936921386
1980,6328,72,1,0,PERSONNUMMER,true,,107.57558566720667,377.41401125384544,11.153321590914404,37.05781044723173
1980,1381,61,1,0,PERSONNUMMER,true,,251.17872341022237,290.76276291613135,10.795647137975173,36.34534536451642
1980,1381,61,1,1,PERSONNUMMER,true,,251.17872341022237,545.5400353723454,11.155502042574346,36.70520026911559
1980,1381,61,1,2,PERSONNUMMER,true,,311.99420228748255,440.4624032293871,8.63651771038014,13.674486374768554
1981,1371,67,1,0,PERSONNUMMER,true,,187.16244067720876,447.03029100210244,9.718049804393532,99.69999243766698
1981,9909,49,1,0,PERSONNUMMER,true,,220.95100815630192,189.64361774979008,10.795651864314426,101.4791275245556
1981,9909,49,1,1,PERSONNUMMER,true,,257.29636943282713,240.38318151206786,10.795651864314426,144.3018799196695
1981,5193,13,1,0,PERSONNUMMER,true,,36.35272945410918,433.7132573485303,8.278344331133773,12.95740851829634
1981,4024,57,1,0,PERSONNUMMER,true,,151.1696190170095,435.87240149904403,8.638263943829115,34.55305577531646
1981,4024,57,1,1,PERSONNUMMER,true,,169.16600223332014,436.23232916337025,8.638263943829115,34.91298343964267
1981,3907,90,1,0,PERSONNUMMER,true,,325.3083374616012,432.5449354301378,11.515339379171722,84.92562792139145
1981,6214,29,1,0,PERSONNUMMER,true,,225.62934386471667,404.83733947018544,11.155517798733998,84.92587743552335
1981,6214,29,1,1,PERSONNUMMER,true,,243.98196992069842,404.11762864446064,10.79566238587161,85.64558826124811
1981,6214,29,1,2,PERSONNUMMER,true,,261.6148851509554,406.276761121635,11.155517798733998,84.56602202266096
1981,6214,29,1,3,PERSONNUMMER,true,,279.24780038121236,406.276761121635,11.515373211596385,85.28573284838573
1981,6214,29,1,4,PERSONNUMMER,true,,297.6004264371941,389.72341212996514,11.155517798733998,101.83908184005553
1981,6214,29,1,5,PERSONNUMMER,true,,315.9530524931758,404.477484057323,10.79566238587161,84.56602202266096
1981,6214,29,1,6,PERSONNUMMER,true,,351.21888295368973,406.276761121635,11.515373211596385,85.28573284838573
1981,16389,100,1,0,PERSONNUMMER,true,,146.82080107646237,529.7064195699819,10.435792233376002,36.34534536451642
1981,29505,105,1,0,PERSONNUMMER,true,,433.26530513740363,537.2633725665645,10.07593732877683,34.90592574611973
1982,6226,64,1,0,PERSONNUMMER,true,,247.27001420131518,324.2944436614046,8.638253771224985,34.55301508489994
1982,9250,101,1,0,PERSONNUMMER,true,,136.43999442594597,449.2799816453313,10.799999558782002,40.679998338078875
1982,9250,101,1,1,PERSONNUMMER,true,,172.07999296992656,427.6799825277673,11.159999544074736,41.03999832337161
1982,9250,101,1,2,PERSONNUMMER,true,,190.07999223456324,441.7199819541839,11.159999544074736,41.03999832337161
1982,9250,101,1,3,PERSONNUMMER,true,,208.0799914991999,506.1599793215832,11.159999544074736,41.399998308664344
1982,6075,61,1,0,PERSONNUMMER,true,,150.12000681187985,279.00001265996855,7.2000003267088655,28.440001290500017
1982,6075,61,1,1,PERSONNUMMER,true,,204.48000927853178,272.880012382266,6.840000310373422,28.440001290500017
1982,13250,101,1,0,PERSONNUMMER,true,,163.73398159262348,373.8892458785402,9.356227519578484,85.64546729460305
1982,441,74,1,0,PERSONNUMMER,true,,251.99999075669507,314.99998844586884,10.439999617063082,34.199998745551476
1982,7973,23,1,0,PERSONNUMMER,true,,224.54967981943608,468.5315434694003,7.9168156346596055,35.26581509984733
1982,3750,23,1,0,PERSONNUMMER,true,,194.32211142319898,421.39109717882593,8.63653828547551,33.466585856217606
1982,10740,91,1,0,PERSONNUMMER,true,,247.98991718442423,439.11131925253636,8.638255460705633,70.90568023995874
1982,13868,91,1,0,PERSONNUMMER,true,,312.776771966438,540.2507879420292,8.998181011692692,33.47323336349682
1983,23684,107,1,0,PERSONNUMMER,true,,163.3741266880243,342.222014273813,10.07593732877683,91.76300067278898
1983,23684,107,1,1,PERSONNUMMER,true,,199.35961714794155,422.1098030948293,10.435792233376002,92.48271048198733
1983,23684,107,1,2,PERSONNUMMER,true,,217.35236237790016,268.81161373558183,10.435792233376002,92.12285557738815
1983,7598,67,1,0,PERSONNUMMER,true,,351.9377512428977,506.31535378196025,12.594909298058713,62.25483738754735
1983,7598,67,1,1,PERSONNUMMER,true,,682.2842294034091,390.4421882398201,8.996363784327652,77.72858309659091
1983,7598,67,1,2,PERSONNUMMER,true,,686.2426294685133,105.43738355232007,10.07592743844697,124.5096747750947
1983,3291,36,2,0,PERSONNUMMER,true,,276.00871182756526,364.8928732635609,7.9168079011817944,98.60024386017325
1983,311,39,5,0,PERSONNUMMER,true,,251.58914108692767,282.90281100761825,7.918399290289569,83.50311978850819
1983,4400,16,1,0,PERSONNUMMER,true,,270.00000220875114,494.64000404643207,10.080000082460042,33.48000027388514
1983,4400,16,1,1,PERSONNUMMER,true,,347.40000284192644,494.28000404348705,10.440000085405044,34.92000028566515
1984,7349,86,1,0,PERSONNUMMER,true,,231.38657835436214,432.905215801396,7.916803613990617,32.746778585143005
1984,7349,86,1,1,PERSONNUMMER,true,,249.0194591309776,447.2994041904699,8.276658323717463,33.10663329486985
1984,7349,86,1,2,PERSONNUMMER,true,,267.7319040367736,447.65925890019673,7.916803613990617,33.10663329486985
1984,33715,100,1,0,PERSONNUMMER,true,,325.6686886622511,412.7535755752508,7.9168079011817944,87.44474181759891
1984,33715,100,1,1,PERSONNUMMER,true,,337.5439005140238,413.11343047984997,8.276662805780967,86.36517710380139
1984,2555,55,1,0,PERSONNUMMER,true,,104.71792514295463,430.02721837055253,10.79566238587161,40.663661653449736
1984,2555,55,1,1,PERSONNUMMER,true,,122.71069578607398,379.64746056981835,10.79566238587161,41.38337247917451
1984,2555,55,1,2,PERSONNUMMER,true,,141.06332184205573,480.4069761712867,10.79566238587161,40.663661653449736
1984,8877,47,1,0,PERSONNUMMER,true,,266.3465501944894,370.72560364908657,8.998194263327344,29.874004954246782
1985,7228,28,2,0,PERSONNUMMER,true,,595.7999756594738,337.3199862192912,8.999999632318335,30.239998764589608
1985,5408,15,1,0,PERSONNUMMER,true,,159.05586783283422,431.1061757098086,11.155502042574346,36.34534536451642
1985,8354,37,1,0,PERSONNUMMER,true,,192.96000849736203,214.20000943270597,9.360000412185471,82.80000364625609
1985,8354,37,1,1,PERSONNUMMER,true,,210.6000092741731,177.48000781567066,10.080000443892045,88.92000391576197
1985,8354,37,1,2,PERSONNUMMER,true,,228.96001008269076,195.8400086241883,10.080000443892045,88.92000391576197
1985,7619,68,1,0,PERSONNUMMER,true,,412.8370309821664,541.6911348109508,7.558480950850475,28.794213146097047
1985,9784,50,1,0,PERSONNUMMER,true,,131.04,282.59999999999997,11.879999999999999,110.16
1985,9695,93,1,0,PERSONNUMMER,true,,382.88561849351953,472.12963483411426,12.594921660971035,94.28198500498318
1986,3173,30,1,0,PERSONNUMMER,true,,136.08000166579703,363.6000044509392,8.64000010576489,98.28000120307564
1986,3173,30,1,1,PERSONNUMMER,true,,225.36000275870092,334.80000409838954,8.64000010576489,99.36000121629625
1986,17743,105,1,0,PERSONNUMMER,true,,277.0882765413628,500.91802720204805,8.276662805780967,34.90592574611973
1986,17743,105,1,1,PERSONNUMMER,true,,325.6686886622511,501.27788210664727,7.9168079011817944,34.54607084152056
1986,17743,105,1,2,PERSONNUMMER,true,,337.5439005140238,501.27788210664727,7.9168079011817944,34.186215936921386
1986,12673,8,1,0,PERSONNUMMER,true,,119.83191678153908,393.6820329099212,9.356245754714763,33.82642695935338
1986,12673,8,1,1,PERSONNUMMER,true,,228.86816538456114,304.79769824013096,8.636534542813628,33.466571353402806
1986,14816,93,1,0,PERSONNUMMER,true,,193.60193867435478,436.5039992787962,7.556952996582622,71.97098091983449
1986,14816,93,1,1,PERSONNUMMER,true,,211.5946839043134,399.07908920048226,9.356227519578484,75.20967506122705
1987,266,29,1,0,PERSONNUMMER,true,,321.839985501939,535.3199758852162,8.999999594573238,35.63999839451002
1987,266,29,1,1,PERSONNUMMER,true,,430.1999806206008,535.3199758852162,9.359999578356167,34.559998443161234
1987,24712,106,1,0,PERSONNUMMER,true,,241.8224958906439,510.9939645308249,7.9168079011817944,33.46650612772304
1987,2603,97,1,0,PERSONNUMMER,true,,217.03616845022904,345.1702911173626,12.597455880195715,40.31185881662629
1987,28581,105,1,0,PERSONNUMMER,true,,176.68875815819368,463.13326221913496,7.9168079011817944,71.97098091983449
1987,28581,105,1,1,PERSONNUMMER,true,,188.92382491456556,505.95599586643647,7.9168079011817944,29.14824727253297
1987,28581,105,1,2,PERSONNUMMER,true,,260.8948058344,463.8529720283333,7.9168079011817944,71.25127111063615
1987,116,1,1,0,PERSONNUMMER,true,,236.42513310952305,395.1214553337235,7.916823330912492,33.10671574745224
1987,116,1,1,1,PERSONNUMMER,true,,254.0580578011009,395.1214553337235,8.27667893686306,32.74686014150167
1987,108656,8,3,0,PERSONNUMMER,true,,142.14268731667312,443.34124246618046,7.556952996582622,82.76662805780967
1987,32962,100,1,0,PERSONNUMMER,true,,217.71221728249935,428.9470462822136,8.63651771038014,29.14824727253297
1988,2613,52,1,0,PERSONNUMMER,true,,409.15600127440234,535.4653736994817,7.556970999791072,33.10673009432279
1988,6332,43,1,0,PERSONNUMMER,true,,142.89135239372322,358.8480562633301,7.5584846354362405,19.07617550848194
1988,6332,43,1,1,PERSONNUMMER,true,,190.7617550848194,380.8036544900734,7.5584846354362405,18.71624766869926
1988,6332,43,1,2,PERSONNUMMER,true,,214.51699251047614,380.8036544900734,7.5584846354362405,18.71624766869926
1988,4589,51,1,0,PERSONNUMMER,true,,152.5783969241828,456.29577193364105,8.996367743171156,34.54605213377724
1988,13914,101,1,0,PERSONNUMMER,true,,318.1758994111122,465.0263145239332,8.278332224497262,29.51405401777285
1988,13914,101,1,1,PERSONNUMMER,true,,426.87400079364147,476.1840666526034,8.278332224497262,30.23390899381609
1988,10346,49,1,0,PERSONNUMMER,true,,649.5396502201373,282.1269173255333,7.556970999791072,85.28581556907066
1988,10346,49,1,1,PERSONNUMMER,true,,757.1365230266864,450.179558130411,8.276682523580698,86.72523861664992
1988,73867,105,1,0,PERSONNUMMER,true,,159.4157227374334,505.95599586643647,16.913180516161106,34.186215936921386
1988,73867,105,1,1,PERSONNUMMER,true,,179.92745229958624,505.95599586643647,8.276662805780967,34.186215936921386
1988,73867,105,1,2,PERSONNUMMER,true,,240.02322136764803,505.95599586643647,8.276662805780967,34.186215936921386
1988,411601,97,1,0,PERSONNUMMER,true,,210.87518008684222,477.88778012854345,7.9168156346596055,28.788420489671292
1989,864,23,1,0,PERSONNUMMER,true,,205.1586282664332,470.4251353407512,7.918403196248299,33.83317729306091
1989,7083,74,1,0,PERSONNUMMER,true,,522.7199742499621,167.7599917358694,9.359999538911168,44.99999778322677
1989,7083,74,1,1,PERSONNUMMER,true,,643.3199683090098,166.67999178907195,8.639999574379539,34.199998315252344
