288dee9c-a482-40a8-bbaf-e9b0ae24ce1c,1980,14847,101
48e7c584-e2a9-4833-92c1-10d81587dde5,1980,118,63
878ba338-ce63-4554-90c4-678ecb64f78e,1980,4201,22
f01e080f-0186-4cac-9cb9-d2ee3fe26587,1980,2377,31
55cdc87d-a58d-4859-8273-8f33d3a60755,1980,410038,90
73a68064-e769-4857-9343-9b2734314347,1980,1349,50
72a40206-33a4-45b7-9827-196eb1518d9a,1980,302290,3
319bf9a7-c9aa-4c3b-8e91-e578eb9f741a,1980,2784,27
6175bf2d-1389-4df8-8778-aadac029a980,1980,3856,18
abea38a6-6912-4a9a-965a-7505fc0893c8,1980,3248,8
a7931f84-75ff-4101-b59e-9c6e01bb7f0e,1980,4593,32
7915f08d-9156-4b21-9a43-f59e8c305b8f,1980,8442,93
3f09b1c0-c151-4972-bae1-1a6602b20893,1980,409084,90
849876e7-c3db-49e5-bbfc-bf871bdd253d,1980,462,70
56802927-4b5e-4e0b-9e63-7f68ee436522,1980,6328,72
89a3581d-1f87-4290-91c2-a1df4c3d9118,1980,9859,19
aded9f0a-004d-450f-a689-325827530617,1980,1381,61
13345a27-73df-4759-8fe3-16b1a9223253,1980,9233,47
38ea86da-fe54-465e-a3fc-1ab38f0ac5ca,1980,305976,61
85a09132-d511-4fb0-8827-a3452897ffa6,1980,9460,87
044c006b-2229-4c9d-b9ff-a7f6c0847a13,1980,10092,60
8117d1ed-3d0f-4338-89a7-1c4a7df03be4,1980,174,23
f72825c3-f8a7-43f0-a7f7-1e2aad04d0af,1981,1371,67
5d7a1d25-9c10-4ab5-81e4-e3b740796a7e,1981,9909,49
57dfb78c-9756-4ec1-be41-2514ca3dd7f3,1981,1228,90
f659e946-36fa-4ec7-8daa-3d336779d47c,1981,5855,60
377f2477-405a-4183-ac47-a26e6c988680,1981,2432,51
94d86426-954f-4adb-b49d-5015cdbfdb17,1981,5193,13
8fdbf656-530e-4283-ae2a-66593d47f9d9,1981,4024,57
697af609-ef6e-4453-8d9f-786462187eab,1981,2972,25
e5356d31-a348-4f69-94b1-2f78ae24a832,1981,5909,61
c69bc422-334d-4f45-9b5a-144866651cd5,1981,10132,11
cc31eb9d-e6d9-45ed-9dbb-f35532d7fd92,1981,1721,101
9064810a-f10b-45f8-bc29-8c070add5e78,1981,3907,90
f8e6c5f7-d4ee-4c01-bf02-9fef43686548,1981,11475,25
5f005fe9-dbc1-43c3-ac77-a391ca5ad9a7,1981,9760,49
f16fea1a-1d9b-4fca-b2e0-f0967f7ab496,1981,3805,87
0010beb5-4085-4e12-9588-13d4f4fc1eb2,1981,6214,29
e55afcd5-5d7d-47cc-a167-a1f5760192c7,1981,16389,100
011fec74-0608-46ba-981a-1f97459fb892,1981,1056,91
ffe07588-9e81-40ac-89eb-d5915d5a1d6c,1981,9568,60
d4e43d50-80ba-484e-a09f-133c2cc16ee4,1981,29505,105
cda2fb0f-d030-4974-82df-84e17c65ff1b,1981,11000,100
76543c8b-fb3c-4b3c-a276-9b1fed5080d8,1981,15613,102
5b3d893b-f2af-4155-b091-5290b7a69fc3,1982,29367,106
a85d7b74-73b4-4f24-867b-c0433451b4eb,1982,6226,64
a75cff32-63d8-43ea-bd2e-4a2d1eab777e,1982,5739,20
968b1d5c-bd2b-4b20-9b79-de0e0332c845,1982,3122,48
0763acd1-8a9b-4536-b325-a7d4750ed745,1982,4851,61
770b739d-9b66-47d1-87a6-aafaf42e2cde,1982,18068,106
1ea6c705-dd66-427c-9f85-b74d1ef1a570,1982,9250,101
690bac92-fbc3-4805-819d-141bafdf0225,1982,4195,15
db69d823-9e49-4f6b-a4a6-264aa4411a9f,1982,6075,61
e66229f3-97de-417d-b252-d8c281082955,1982,660,35
e278346e-e100-4d65-9b03-ac429af221aa,1982,2178,77
dd6da8b2-f54a-4d2b-bc6d-e0d46bce6687,1982,2167,42
fff878c2-5ba0-4b8c-98ba-198a9969e44b,1982,13250,101
8947adad-f5e3-4ff6-b7d2-6dc91e69b885,1982,1140,85
daf3f7ea-0d33-4361-8724-43dbfef98207,1982,3845,26
2a38afc8-3c34-4697-ac76-a2a635bd95b1,1982,441,74
